Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
CADE,Cadence Bank,25.87,0.39,1.53%,26.01,25.515,419926,15:13 ET
CALX,Calix Inc,63.83,3.98,6.65%,65.36,60.8776,1529251,15:14 ET
CAR,Avis Budget Group,187.23,5.23,2.87%,188.67,182.15,405349,15:13 ET
CASY,Casey's General Stor,220.99,0.07,0.03%,223.98,219.7667,126858,15:14 ET
CATY,Cathay Genl Bncp,43.08,0.78,1.84%,43.41,42.22,138363,15:06 ET
CBRL,Cracker Barrel,102.81,-2.05,-1.95%,104.865,102.38,285750,15:13 ET
CBSH,Commerce Bancshares,69.56,0.55,0.80%,69.94,68.75,164076,15:12 ET
CBT,Cabot Corp,72.47,1.01,1.41%,73.11,71.17,121728,15:10 ET
CC,Chemours Company,33.31,0.35,1.06%,33.405,32.73,428146,15:14 ET
CELH,Celsius Holdings Inc,106.3,-0.27,-0.25%,109.94,104.04,556412,15:12 ET
CFR,Cullen/Frost Bankers,135.29,2.49,1.87%,136.49,132.82,158408,15:13 ET
CGNX,Cognex Cp,52.33,-0.31,-0.59%,53.135,52.04,330694,15:14 ET
CHDN,Churchill Downs IN,223.73,3.99,1.82%,224.86,218.585,56877,15:06 ET
CHE,Chemed Inc,489.97,-3.59,-0.73%,496.89,488.79,48136,15:01 ET
CHH,Choice Hotels International,120.08,1.87,1.58%,120.8,118.11,216568,15:14 ET
CHX,Championx Corp,32.09,1.2,3.88%,32.46,30.93,712374,15:13 ET
CIEN,Ciena Corp,50.99,-0.24,-0.47%,51.86,50.85,413110,15:13 ET
CLF,Cleveland-Cliffs Inc,20.73,1.5,7.80%,20.84,19.88,20484946,15:14 ET
CLH,Clean Harbors,118.25,-1.46,-1.22%,120.225,117.87,100336,15:11 ET
CMC,Commercial Metals Company,55.6,-0.57,-1.01%,56.6,54.8,776777,15:13 ET
CNO,Cno Financial Group,23.27,-0.34,-1.44%,23.65,23.29,329604,15:12 ET
CNX,CNX Resources Corp,16.7,0.44,2.71%,16.77,16.36,1187989,15:13 ET
CNXC,Concentrix Corp,144.39,5.42,3.90%,144.695,136.07,83718,15:12 ET
COHR,Coherent Corp,40.42,1.07,2.72%,40.79,39.31,743888,15:13 ET
COKE,Coca Cola Bot Cons,491.39,-4.62,-0.93%,501.03,485.9766,24087,15:10 ET
COLM,Columbia Sprtswr,91.66,-0.37,-0.40%,92.13,90.78,200613,15:13 ET
COTY,Coty Inc,9.4,0.11,1.18%,9.42,9.225,4699363,15:09 ET
CPRI,Capri Holdings Ltd,63.64,0.44,0.70%,63.78,62.81,670428,15:14 ET
CR,Crane Holdings Co.,107.98,2.24,2.12%,108.22,105.52,131165,15:10 ET
CRI,Carter's Inc,82.5,-0.83,-1.00%,83.59,81.85,250716,15:13 ET
CROX,Crocs Inc,126.91,4.46,3.64%,127.11,121.38,1179986,15:13 ET
CRUS,Cirrus Logic Inc,84.44,0.64,0.76%,85.89,82.8913,392220,15:14 ET
CSL,Carlisle Companies Inc,243.23,-3.01,-1.22%,248.3,242.72,123111,15:13 ET
CUBE,Cubesmart,42.48,0.39,0.93%,42.58,41.82,551851,15:13 ET
CUZ,Cousins Properties Inc,26.07,0.55,2.16%,26.225,25.45,807351,15:14 ET
CVLT,Commvault Systems,54.55,-0.91,-1.64%,56.5273,54.53,309346,15:14 ET
CW,Curtiss-Wright Corp,167.61,-0.57,-0.34%,168.24,166.691,119904,15:14 ET
DAN,Dana Inc,17.56,0.23,1.33%,17.72,17.32,336257,15:12 ET
DAR,Darling International Inc,66.81,1.28,1.95%,67.09,65.37,483698,15:13 ET
DCI,Donaldson Company,61.45,0.35,0.57%,61.705,60.9665,159007,15:13 ET
DECK,Deckers Outdoor Corp,417.77,7.31,1.78%,419.09,408.61,182914,15:14 ET
DEI,Douglas Emmett,16.1,0.49,3.14%,16.04,15.62,1255020,15:12 ET
DINO,HF Sinclair Corp,52.21,0.63,1.22%,52.82,51.6,998838,15:14 ET
DKS,Dick's Sporting Goods Inc,129,1.57,1.23%,131.12,127.99,864305,15:14 ET
DOC,Physicians Realty Trust,15.3,0.13,0.86%,15.37,15.14,1453645,15:13 ET
DT,Dynatrace Inc,36.54,-0.74,-1.98%,37.46,35.905,1575193,15:13 ET
DTM,Dt Midstream Inc,54.86,0.17,0.31%,55.24,54.59,246676,15:13 ET
DY,Dycom Industries,98.29,2.44,2.55%,99.34,95.37,125250,15:13 ET
EEFT,Euronet Worldwide,105.52,1.69,1.63%,105.995,103.86,109823,15:09 ET
EGP,Eastgroup Properties,159.03,2.88,1.84%,159.3,155.8,69610,15:13 ET
EHC,Encompass Health Corp,60.51,0.76,1.27%,60.83,59.64,189506,15:12 ET
EME,Emcor Group,151.08,3.29,2.23%,151.39,147.45,120815,15:12 ET
ENOV,Enovis Corp,59.84,0.42,0.71%,60.22,59.06,140402,15:13 ET
ENR,Energizer Holdings Inc,36.7,-0.21,-0.57%,37.23,36.44,394592,15:13 ET
ENS,Enersys Inc,80.52,1.38,1.74%,81.04,78.9,86816,15:13 ET
ENV,Envestnet Inc,65.79,0.12,0.18%,66.08,64.74,369132,15:12 ET
EPR,Entertainment Properties Trust,39.53,0.52,1.33%,39.54,38.8,406445,15:14 ET
ESAB,Esab Corp,52.45,0.69,1.33%,53.16,51.51,116231,15:12 ET
ESNT,Essent Group Ltd,40.09,0.22,0.55%,40.39,39.73,164127,15:13 ET
ETRN,Equitrans Midstream Corp,7.28,0.09,1.25%,7.355,7.14,2335164,15:12 ET
EVR,Evercore Partners Inc,126.65,0.24,0.19%,128.22,125.23,249127,15:14 ET
EWBC,East West Bancorp,69.18,1.31,1.93%,69.87,68.11,352975,15:13 ET
EXEL,Exelixis Inc,16.69,-0.1,-0.60%,16.71,16.4,1767440,15:11 ET
EXLS,Exlservice Holdings,173.5,1.14,0.66%,175.69,171.41,45103,15:07 ET
EXP,Eagle Materials Inc,142.45,-0.94,-0.66%,143.86,140.95,128350,15:14 ET
FAF,First American Corp,58.54,-0.05,-0.09%,59.1,57.75,234246,15:11 ET
FBIN,Fortune Brands Innovations Inc,62.66,0.69,1.11%,63.19,60.98,781291,15:14 ET
FCFS,Firstcash Holdings Inc,90.06,0.48,0.54%,91.26,89.44,89830,15:14 ET
FCN,Fti Consulting,160.68,1.67,1.05%,162.27,158.23,95644,15:12 ET
FFIN,First Finl Bkshs Inc,35.02,0.31,0.89%,35.18,34.67,226212,15:13 ET
FHI,Federated Investors,38.68,0.58,1.52%,38.89,37.72,511687,15:11 ET
FHN,First Horizon Corp,24.65,-0.03,-0.12%,24.79,24.6,1397178,15:14 ET
FICO,Fair Isaac and Company,604.2,5.23,0.87%,608.31,586.6,104090,15:13 ET
FIVE,Five Below Inc,188.75,-2.46,-1.29%,192.39,187.41,336868,15:14 ET
FL,Footlocker Inc,39.53,-0.39,-0.98%,39.81,39.28,865163,15:13 ET
FLO,Flowers Foods,27.89,-0.02,-0.07%,28.005,27.75,560755,15:12 ET
FLR,Fluor Corp,35,0.9,2.64%,34.87,33.88,730968,15:13 ET
FLS,Flowserve Corp,33.41,0.56,1.70%,33.59,32.83,240050,15:13 ET
FNB,F.N.B. Corp,13.41,0.18,1.36%,13.49,13.27,860328,15:13 ET
FOXF,Fox Factory Cp,108.73,1.29,1.20%,109.82,105.57,107340,15:14 ET
FR,First Industrial Realty Trust,50.59,0.22,0.44%,50.98,50,486933,15:14 ET
FULT,Fulton Financial Cor,16.89,0.13,0.78%,17.04,16.78,462200,15:12 ET
FYBR,Frontier Communications Parent Inc,28.15,0.24,0.86%,28.2,27.81,436390,15:13 ET
G,Genpact Ltd,47.49,0.6,1.28%,47.77,46.855,268442,15:13 ET
GATX,GATX Corp,112.58,1.67,1.51%,113.57,110.67,30535,15:12 ET
GBCI,Glacier Bancorp Inc,49.57,0.96,1.97%,49.88,48.55,156329,15:12 ET
GEF,Greif Bros Corp,69.67,1.39,2.04%,69.815,68.1742,74388,15:13 ET
GGG,Graco Inc,70.07,-0.29,-0.41%,70.715,69.79,324355,15:14 ET
GHC,Graham Holdings Company,630.45,5.69,0.91%,638.55,621.06,11962,15:12 ET
GME,Gamestop Corp,19.68,0.64,3.36%,19.93,18.34,3710571,15:13 ET
GMED,Globus Medical Inc,74.15,0.55,0.75%,74.28,72.055,190994,15:13 ET
GNTX,Gentex Corp,28.57,0.29,1.03%,28.73,28.24,368823,15:13 ET
GO,Grocery Outlet Holding Corp,29.4,-0.13,-0.44%,29.895,29.25,379196,15:14 ET
GPS,Gap Inc,12.8,0.3,2.40%,12.88,12.44,4588776,15:13 ET
GT,Goodyear Tire Rubber,11.7,-0.03,-0.26%,11.875,11.635,3174552,15:13 ET
GTLS,Chart Industries IN,132.7,5.28,4.14%,133.42,127.6541,522108,15:13 ET
GXO,Gxo Logistics Inc,52.02,3.06,6.25%,52.71,49.45,1163364,15:13 ET
HAE,Haemonetics Corp,84.28,1.34,1.62%,84.525,81.755,334217,15:14 ET
HALO,Halozyme Therapeutic,50.61,0.05,0.10%,50.74,49.36,1384283,15:10 ET
HBI,Hanesbrands Inc,7.98,-0.05,-0.62%,8.13,7.92,5329246,15:14 ET
HE,Hawaiian Electric Industries,42.31,0.12,0.28%,42.405,42,133349,15:12 ET
HELE,Helen of Troy Ltd,110.99,-0.29,-0.26%,112.67,109.665,188999,15:11 ET
HIW,Highwoods Properties,30.08,0.74,2.52%,30.2,29.31,291780,15:14 ET
HOG,Harley-Davidson Inc,45.47,1.15,2.59%,45.89,44.34,1114270,15:13 ET
HOMB,Home Bancshares Inc,23.33,0.27,1.17%,23.47,23.085,255799,15:09 ET
HQY,Healthequity,57.84,1.13,1.99%,58.1476,55.6,556290,15:12 ET
HR,Healthcare Realty Trust Inc.,21.1,0.16,0.76%,21.22,20.7,1768878,15:13 ET
HRB,H&R Block,37.59,-0.2,-0.53%,38.08,37.465,827229,15:13 ET
HUBB,Hubbell Inc B,235.71,-1.07,-0.45%,238.27,235.22,166848,15:12 ET
HWC,Hancock Whitney Corp,50.88,0.82,1.64%,51.355,50.325,163635,15:12 ET
HXL,Hexcel Corp,63.19,0.6,0.96%,63.52,62.41,232929,15:13 ET
IAA,Iaa Inc,39.44,0.43,1.10%,39.55,39,1604611,15:14 ET
IART,Integra Lifesciences,57.21,-0.93,-1.60%,58.18,56.65,188889,15:13 ET
IBKR,Interactive Brokers,74.89,0.28,0.38%,75.08,73.495,598613,15:13 ET
IBOC,Intl Bancshares,45.65,0.49,1.09%,46.185,44.77,71919,15:13 ET
ICUI,I C U Medical Inc,175.02,2.47,1.43%,177.93,169.835,416877,15:09 ET
IDA,Idacorp Inc,108.77,0.36,0.33%,109.1,107.881,40041,15:12 ET
INGR,Ingredion Inc,100.89,1.59,1.60%,101.25,98.91,140961,15:13 ET
IPGP,Ipg Photonics Corp,107.72,0.96,0.90%,107.86,106.4901,132563,15:10 ET
IRDM,Iridium Comm Inc,60.5,0.75,1.26%,60.83,59.14,354693,15:11 ET
IRT,Independence Realty Trust Inc,17.68,0.22,1.26%,17.82,17.31,2388990,15:12 ET
ITT,ITT Inc,86.83,1.54,1.81%,87.25,84.72,259641,15:13 ET
JAZZ,Jazz Pharma Plc,157.27,2.38,1.54%,157.46,153,305321,15:14 ET
JBGS,Jbg Smith Properties,20.05,0.23,1.16%,20.035,19.64,489555,15:12 ET
JBL,Jabil Circuit,76.47,1.47,1.96%,76.53,74.81,1278219,15:13 ET
JBLU,Jetblue Airways Cp,8.05,0.24,3.07%,8.1,7.8516,7192171,15:12 ET
JEF,Jefferies Financial Group Inc,40.24,0.79,2.00%,40.55,39.21,682464,15:13 ET
JHG,Janus Henderson Group Plc,27.08,-0.13,-0.48%,27.53,26.52,583986,15:13 ET
JLL,Jones Lang Lasalle Inc,175.1,1.67,0.96%,175.845,172.14,96247,15:12 ET
JWN,Nordstrom,17.51,0.16,0.92%,17.67,17.175,2617341,15:14 ET
KBH,KB Home,35.04,-0.9,-2.50%,35.19,33.53,3820227,15:14 ET
KBR,KBR Inc,51.35,1.24,2.47%,51.828,50.225,710493,15:12 ET
KD,Kyndryl Hldgs Inc,12.49,0.18,1.46%,12.565,12.34,605305,15:13 ET
KEX,Kirby Corp,63.46,1.29,2.07%,63.71,61.85,221248,15:13 ET
KMPR,Kemper Corp,55.36,0.7,1.28%,55.89,54.27,234373,15:13 ET
KMT,Kennametal Inc,26.74,-0.33,-1.22%,27.3,26.52,403421,15:13 ET
KNSL,Kinsale Capital Group Inc,289.02,5.05,1.78%,289.88,280.4,69940,15:13 ET
KNX,Knight-Swift Transporation Inc,55.78,-0.36,-0.64%,56.3,55.56,787941,15:13 ET
KRC,Kilroy Realty Corp,40.61,1.13,2.86%,40.77,39.5,347376,15:14 ET
KRG,Kite Realty Group Trust,21.3,0.67,3.25%,21.425,20.59,1850853,15:14 ET
KSS,Kohl's Corp,28.4,0.27,0.96%,28.65,27.525,2613754,15:14 ET
LAD,Lithia Motors,237.9,3.58,1.53%,237.375,231.15,197335,15:13 ET
LAMR,Lamar Advertis A,102.01,0.6,0.59%,102.96,101.5101,500551,15:10 ET
LANC,Lancaster Colony Cor,195.7,-1.35,-0.69%,198.87,195.08,58344,15:13 ET
LEA,Lear Corp,137.16,1.15,0.85%,137.61,134.94,201029,15:13 ET
LECO,Lincoln Elec Holdings,157.8,0.62,0.39%,158.9299,156.48,135768,15:12 ET
LEG,Leggett & Platt Inc,35.41,0.29,0.83%,35.5,34.99,406596,15:13 ET
LFUS,Littelfuse Inc,247.48,3.63,1.49%,248.19,242.6,43945,15:07 ET
LHCG,LHC Group Inc,164.09,0.57,0.35%,164.22,162.965,186278,15:14 ET
LII,Lennox International,252.75,-1.49,-0.59%,256.735,250.57,135511,15:13 ET
LITE,Lumentum Holdings,56.88,0.27,0.48%,57.53,56.33,378661,15:13 ET
LIVN,Livanova Plc OR Sh,57.05,0.11,0.19%,57.39,55.05,479701,15:13 ET
LNTH,Lantheus Holdings,51.19,1.15,2.30%,52.16,49.87,676399,15:13 ET
LNW,Light & Wonder Inc,60.87,1.16,1.94%,61.31,59.15,151388,15:14 ET
LOPE,Grand Canyon Educati,111.2,-2.04,-1.80%,113.22,111.04,89908,15:14 ET
LPX,Louisiana-Pacific Corp,63.84,-0.73,-1.13%,64.17,62.08,578740,15:13 ET
LSCC,Lattice Semicond,72.08,0.3,0.42%,72.66,70.11,592776,15:14 ET
LSI,Life Storage,103.16,0.07,0.07%,103.66,101.88,281903,15:13 ET
LSTR,Landstar System,170.95,-3.05,-1.75%,173.74,170.94,149362,15:13 ET
M,Macy's Inc,22.68,0.46,2.07%,22.7,21.94,6271396,15:13 ET
MAC,Macerich Company,12.35,0.33,2.75%,12.35,11.93,593727,15:12 ET
MAN,Manpower Inc,86.41,0.06,0.07%,87.44,85.93,103808,15:09 ET
MANH,Manhattan Assoc,120.7,-0.79,-0.65%,124.45,119.48,145627,15:13 ET
MASI,Masimo Corp,153.91,-2.85,-1.82%,156.86,152.82,272103,15:10 ET
MAT,Mattel Inc,20.25,0.14,0.70%,20.25,19.83,908444,15:12 ET
MDU,Mdu Res Group Inc,30.84,0.16,0.52%,30.97,30.65,178887,15:13 ET
MEDP,Medpace Holdings Inc,225.2,-1.48,-0.65%,228.1339,223.6001,91150,15:09 ET
MIDD,Middleby Corp,147.85,2.49,1.71%,148.25,144.24,409580,15:13 ET
MKSI,Mks Instruments Inc,98.91,0.01,0.01%,99.68,96.69,450342,15:12 ET
MMS,Maximus Inc,73.47,0.22,0.30%,73.85,72.82,137930,15:13 ET
MODG,Topgolf Callaway Brands Corp,22.38,1.18,5.57%,22.445,21.29,1198395,15:13 ET
MP,Mp Materials Corp,29.48,0.63,2.18%,29.745,28.63,1306624,15:14 ET
MPW,Medical Properties Trust,12.98,0.06,0.46%,13.12,12.703,7417642,15:12 ET
MRCY,Mercury Sys Inc,48.32,1.56,3.34%,48.35,46,133545,15:09 ET
MSA,Msa Safety Inc,133.02,0.57,0.43%,134.1088,131.66,102726,15:10 ET
MSM,Msc Industrial Direct Company,80.62,-0.56,-0.69%,81.86,80.64,250259,15:10 ET
MTDR,Matador Resources Company,60.35,2.56,4.43%,60.68,58.5,587632,15:13 ET
MTG,Mgic Investment Corp,13.24,0.17,1.30%,13.29,13.08,1375055,15:13 ET
MTSI,Macom Technology S,63.35,-0.65,-1.02%,64.89,62.97,396375,15:10 ET
MTZ,Mastec Inc,96.06,0.08,0.08%,97.03,95.01,301282,15:11 ET
MUR,Murphy Oil Corp,42.34,0.72,1.73%,42.93,41.62,885889,15:14 ET
MUSA,Murphy USA Inc,264.72,1.62,0.62%,267.285,260.93,128493,15:13 ET
NARI,Inari Medical Inc,65.47,-1.2,-1.80%,66.84,64.93,445070,15:14 ET
NATI,Natl Instruments Cor,40.1,1.24,3.19%,40.2,38.56,427672,15:14 ET
NAVI,Navient Cp,17.58,0.23,1.33%,17.625,17.22,448956,15:11 ET
NBIX,Neurocrine Bioscienc,109.03,-1.46,-1.32%,110.525,107.9,303833,15:12 ET
NCR,NCR Corp,25.49,0.32,1.27%,25.645,24.91,441346,15:12 ET
NEOG,Neogen Cp,17.74,-0.1,-0.56%,17.95,17.43,1674558,15:13 ET
NEU,Newmarket Corp,345.38,0.33,0.10%,350.54,344.01,49701,15:13 ET
NFG,National Fuel Gas Company,61.7,0.6,0.98%,61.9,61.08,191337,15:12 ET
NGVT,Ingevity Corp,79.64,0.49,0.62%,80.26,79.06,117152,15:12 ET
NJR,Newjersey Resources Corp,51.3,0.22,0.43%,51.535,50.93,167101,15:13 ET
NLY,Annaly Capital Management Inc,22.79,0.25,1.11%,22.92,22.57,4401525,15:13 ET
NNN,National Retail Properties,48.08,0.69,1.46%,48.19,47.36,300398,15:11 ET
NOV,Nov Inc,23.14,0.41,1.80%,23.42,22.76,3238462,15:14 ET
NOVT,Novanta Inc,146.93,0.62,0.42%,147.71,142.4301,41297,14:58 ET
NSA,National Storage Affiliates Tru,38.29,0.41,1.08%,38.53,37.63,250190,15:14 ET
NSP,Insperity Inc,114.01,-0.27,-0.24%,115.23,113.5468,37957,15:13 ET
NVST,Envista Holdings Corp,34.87,-0.49,-1.39%,35.5,34.56,819041,15:12 ET
NVT,Nvent Electric Plc,39.65,0.43,1.10%,40.08,39.18,366069,15:13 ET
NWE,Northwestern Corp,59.08,0.42,0.72%,59.33,58.615,89653,15:10 ET
NXST,Nexstar Media Group Inc,182.82,-2.35,-1.27%,185.6,182.045,129411,15:13 ET
NYCB,New York Community Bancorp,9.43,0.13,1.40%,9.51,9.3,4576567,15:14 ET
NYT,New York Times Company,34.17,-0.38,-1.10%,34.56,34.01,293790,15:12 ET
OC,Owens Corning Inc,91.26,-0.03,-0.03%,92.21,89.45,438097,15:13 ET
OFC,Corporate Office Properties,27.94,0.87,3.21%,28.27,27.01,481921,15:13 ET
OGE,Oge Energy Corp,40.21,0.04,0.10%,40.36,40.12,318939,15:14 ET
OGS,One Gas Inc,80.35,-0.48,-0.59%,81.33,80.205,146254,15:13 ET
OHI,Omega Healthcare Investors,27.99,0.16,0.57%,28.05,27.655,1224123,15:12 ET
OLED,Universal Display,126.11,-0.04,-0.03%,127.13,122.84,276191,15:14 ET
OLLI,Ollies Bargain CS,51.9,-0.04,-0.08%,52.725,51.5,461320,15:14 ET
OLN,Olin Corp,56.58,0.93,1.67%,56.93,55.47,750749,15:13 ET
OMCL,Omnicell Inc,55.07,0.11,0.20%,55.58,53.67,160639,15:09 ET
ONB,Old National Bncp,18.71,0.37,2.02%,18.81,18.4,930834,15:13 ET
OPCH,Option Care Health Inc,29.05,0.14,0.48%,29.11,28.17,1448622,15:13 ET
ORA,Ormat Technologies,89.95,1.26,1.42%,90.16,88.13,134182,15:14 ET
ORI,Old Republic International Corp,24.26,-0.04,-0.16%,24.425,24.19,461016,15:13 ET
OSK,Oshkosh Truck Corp,96.08,2.34,2.50%,96.27,93.555,227472,15:12 ET
OZK,Bank Ozk,42.03,0.23,0.55%,42.28,41.83,482816,15:11 ET
PACW,Pacwest Bancorp,24.28,0.27,1.12%,24.5,24.1,528145,15:13 ET
PB,Prosperity Bancshares,74.85,1.16,1.57%,75.3,73.705,211025,15:13 ET
PBF,PBF Energy Inc,40.01,0.85,2.17%,40.35,39.4,1554882,15:14 ET
PCH,Potlatch Cp,44.51,-0.16,-0.36%,44.86,44.25,131016,15:11 ET
PCTY,Paylocity Holdings Corp,192.21,-3.8,-1.94%,197.44,191.29,172620,15:11 ET
PDCE,Pdc Energy Inc,66.37,2.97,4.68%,67.21,63.73,378747,15:14 ET
PDCO,Patterson Companies,28.53,-0.32,-1.11%,29.07,28.5,230298,15:09 ET
PEB,Pebblebrook Hotel Trust,14.24,0.03,0.21%,14.41,14.12,898121,15:11 ET
PEN,Penumbra Inc,230.04,2.17,0.95%,231.15,224.03,135365,15:10 ET
PENN,Penn Entertainment Inc,32.32,0.82,2.60%,32.36,31.325,1158170,15:14 ET
PFGC,Performance Food Group Company,58.76,-0.05,-0.09%,59.56,58.48,633445,15:13 ET
PGNY,Progyny Inc,32.71,0.06,0.18%,32.99,31.6061,400782,15:14 ET
PII,Polaris Industries Inc,107.19,1.19,1.12%,107.215,105.4,166041,15:14 ET
PK,Park Hotels & Resorts Inc,12.74,0.23,1.84%,12.82,12.475,1270622,15:14 ET
PNFP,Pinnacle Finl Ptnrs,75.36,1.85,2.52%,75.43,73.62,489143,15:10 ET
PNM,PNM Resources Inc,49.13,0.08,0.16%,49.24,49.041,305201,15:14 ET
POR,Portland General Electric Company,49.73,-0.25,-0.50%,50.15,49.78,258814,15:13 ET
POST,Post Holdings Inc,93.42,-0.5,-0.53%,94.91,93.13,119339,15:12 ET
POWI,Power Integratn,80.32,0.11,0.14%,81.195,78.92,78937,15:13 ET
PPC,Pilgrim's Pride,25.53,0.34,1.35%,25.73,25.19,367757,15:13 ET
PRGO,Perrigo Company,36.43,-0.24,-0.65%,36.725,36.265,436698,15:13 ET
PRI,Primerica Inc,148.49,0.68,0.46%,149.84,147.965,50942,15:06 ET
PVH,Phillips-Van Heusen Corp,83.8,1.91,2.33%,83.305,81.315,558972,15:14 ET
PZZA,Papa John's Intl,83.42,-0.39,-0.47%,84.75,83.03,268670,15:12 ET
QDEL,Quidelortho Corp,84.29,-0.61,-0.72%,86.24,83.69,317931,15:13 ET
QLYS,Qualys Inc,105.07,-0.4,-0.38%,105.795,101.98,198624,15:13 ET
R,Ryder System,90.32,2.24,2.54%,90.4,87.51,159984,15:11 ET
RCM,R1 Rcm Inc,12.51,0.25,2.04%,12.64,12.18,1347346,15:12 ET
REXR,Rexford Industrial Realty Inc,58.74,0.29,0.50%,59.14,58.26,467189,15:14 ET
RGA,Reinsurance Group of America Inc,144.47,0.56,0.39%,145.18,143.27,209312,15:12 ET
RGEN,Repligen Cp,176.29,-1,-0.56%,179.66,173.46,272880,15:14 ET
RGLD,Royal Gold Inc,126.75,2.32,1.86%,127.84,124.26,209915,15:12 ET
RH,Rh Common Stock,320.68,4.2,1.33%,323.9499,312.22,810756,15:14 ET
RLI,Rli Corp,136.04,-0.03,-0.02%,136.8,134.7,63887,15:11 ET
RNR,Renaissancere Holdings Ltd,195.26,2.43,1.26%,196.24,192.2101,135797,15:14 ET
RPM,RPM International Inc,87.67,-1.27,-1.43%,89.2,87.8704,382501,15:13 ET
RRC,Range Resources Corp,25.62,0.99,4.02%,25.86,24.992,2039733,15:13 ET
RRX,Regal Rexnord Corp,134.57,0.18,0.13%,135.6,132.88,194414,15:12 ET
RS,Reliance Steel & Aluminum Company,213.18,2.62,1.24%,213.69,210.33,166396,15:07 ET
RUN,Sunrun Inc,26.86,0.82,3.15%,26.915,25.58,4877696,15:14 ET
